"gen","env","yield"
"MO44_PHW65_0023/LH195","IAH3_2019",184.914466435421
"MO44_PHW65_0023/LH195","IAH3_2019",213.17824933687
"MO44_PHW65_0029/LH195","IAH3_2019",222.799616871192
"MO44_PHW65_0029/LH195","IAH3_2019",262.563686711167
"MO44_PHW65_0033/LH195","IAH3_2019",254.294054274638
"MO44_PHW65_0033/LH195","IAH3_2019",210.252071705483
"MO44_PHW65_0063/LH195","IAH3_2019",221.906501646894
"MO44_PHW65_0063/LH195","IAH3_2019",233.928132217915
"MO44_PHW65_0068/LH195","IAH3_2019",185.219451190719
"MO44_PHW65_0068/LH195","IAH3_2019",212.906277086309
"MO44_PHW65_0069/LH195","IAH3_2019",225.797533214796
"MO44_PHW65_0069/LH195","IAH3_2019",259.053568659457
"MO44_PHW65_0084/LH195","IAH3_2019",226.703472527473
"MO44_PHW65_0084/LH195","IAH3_2019",245.553612732095
"MO44_PHW65_0098/LH195","IAH3_2019",227.897509429562
"MO44_PHW65_0098/LH195","IAH3_2019",243.785031276416
"MO44_PHW65_0105/LH195","IAH3_2019",266.777605969627
"MO44_PHW65_0105/LH195","IAH3_2019",251.388192030781
"MO44_PHW65_0118/LH195","IAH3_2019",242.951592502988
"MO44_PHW65_0118/LH195","IAH3_2019",263.080205439123
"MO44_PHW65_0134/LH195","IAH3_2019",237.332737225639
"MO44_PHW65_0134/LH195","IAH3_2019",244.145883347422
"MO44_PHW65_0135/LH195","IAH3_2019",233.33238347859
"MO44_PHW65_0135/LH195","IAH3_2019",249.02221121054
"MO44_PHW65_0140/LH195","IAH3_2019",267.579555892383
"MO44_PHW65_0140/LH195","IAH3_2019",251.490911708981
"MO44_PHW65_0150/LH195","IAH3_2019",233.252899524878
"MO44_PHW65_0150/LH195","IAH3_2019",250.107179875827
"MO44_PHW65_0157/LH195","IAH3_2019",281.464615384615
"MO44_PHW65_0157/LH195","IAH3_2019",232.463900661673
"MO44_PHW65_0164/LH195","IAH3_2019",278.178728422771
"MO44_PHW65_0164/LH195","IAH3_2019",287.115340426152
"MO44_PHW65_0171/LH195","IAH3_2019",252.83007666074
