"gen","env","yield"
"F42/H95","DEH1_2019",185.657637083747
"F42/H95","DEH1_2019",196.510244835232
"F42/H95","GAH1_2019",86.0500683492332
"F42/H95","GAH1_2019",68.9958628185002
"F42/H95","GEH1_2019",176.754568861322
"F42/H95","GEH1_2019",166.853340600963
"F42/H95","IAH1_2019",207.747184423004
"F42/H95","IAH1_2019",193.413662751042
"F42/H95","IAH2_2019",185.290935960591
"F42/H95","IAH2_2019",262.306189174221
"F42/H95","IAH3_2019",256.668415192235
"F42/H95","IAH3_2019",271.168523041945
"F42/H95","IAH4_2019",165.492702014166
"F42/H95","IAH4_2019",181.026101262133
"F42/H95","ILH1_2019",142.274917806176
"F42/H95","ILH1_2019",212.57505261797
"F42/H95","INH1_2019",207.072353974641
"F42/H95","INH1_2019",221.642779983094
"F42/H95","MIH1_2019",126.875064910798
"F42/H95","MIH1_2019",150.513685634204
"F42/H95","NYH1_2019",227.572808431953
"F42/H95","NYH1_2019",145.247561284869
"F42/H95","NYH3_2019",212.523459002536
"F42/H95","NYH3_2019",156.139007849294
"F42/H95","ONH2_2019",147.554200313972
"F42/H95","ONH2_2019",106.466510421447
"F42/H95","SCH1_2019",23.7756762338253
"F42/H95","SCH1_2019",43.8138993692698
"F42/H95","TXH1_2019",162.210910223659
"F42/H95","TXH1_2019",187.22680460186
"F42/H95","TXH2_2019",155.197707662175
"F42/H95","TXH2_2019",143.937086485207
"F42/H95","TXH3_2019",186.367679283974
"F42/H95","TXH3_2019",166.524762550147
"F42/H95","TXH4_2019",117.391114346576
"F42/H95","TXH4_2019",118.63373146661
"F42/H95","WIH1_2019",196.112882586644
"F42/H95","WIH1_2019",192.309667455621
"F42/H95","WIH2_2019",133.726990701606
"F42/H95","WIH2_2019",138.494104311073
"F42/MO17","DEH1_2019",201.583139503328
"F42/MO17","DEH1_2019",172.191273734042
"F42/MO17","GAH1_2019",174.234476754015
"F42/MO17","GAH1_2019",125.637605180534
"F42/MO17","GEH1_2019",231.825474595032
"F42/MO17","GEH1_2019",231.354945561412
"F42/MO17","IAH1_2019",219.777576004897
"F42/MO17","IAH1_2019",240.629162794765
"F42/MO17","IAH2_2019",251.841733057393
"F42/MO17","IAH2_2019",226.424516862448
"F42/MO17","IAH3_2019",235.214096248579
"F42/MO17","IAH3_2019",207.352177106713
"F42/MO17","IAH4_2019",224.457098551316
"F42/MO17","IAH4_2019",178.667484769872
"F42/MO17","ILH1_2019",283.596718293471
"F42/MO17","ILH1_2019",224.876945910198
"F42/MO17","INH1_2019",289.631802400676
"F42/MO17","INH1_2019",259.927785494506
"F42/MO17","MIH1_2019",107.277716065311
"F42/MO17","MIH1_2019",169.322663789652
"F42/MO17","NYH1_2019",157.097225274725
"F42/MO17","NYH1_2019",189.099372781065
"F42/MO17","NYH3_2019",258.200703296703
"F42/MO17","NYH3_2019",149.399595701002
"F42/MO17","ONH2_2019",171.941698442217
"F42/MO17","ONH2_2019",166.869044125106
"F42/MO17","SCH1_2019",51.0549456661682
"F42/MO17","SCH1_2019",76.2751065088757
"F42/MO17","TXH1_2019",148.044164835165
"F42/MO17","TXH1_2019",149.04108907563
"F42/MO17","TXH2_2019",113.84269391716
"F42/MO17","TXH2_2019",150.728038501715
"F42/MO17","TXH3_2019",155.406433402218
"F42/MO17","TXH3_2019",171.928870386256
"F42/MO17","TXH4_2019",169.628744567625
"F42/MO17","TXH4_2019",137.093351164016
"F42/MO17","WIH1_2019",209.536487573965
"F42/MO17","WIH1_2019",197.183195604396
"F42/MO17","WIH2_2019",161.051225021133
"F42/MO17","WIH2_2019",136.049055367709
"LH74/PHN82","DEH1_2019",190.210234862808
"LH74/PHN82","DEH1_2019",213.8493840854
"LH74/PHN82","GAH1_2019",133.889126464195
"LH74/PHN82","GAH1_2019",109.841877822727
"LH74/PHN82","GEH1_2019",187.266673832341
"LH74/PHN82","GEH1_2019",172.672805395369
"LH74/PHN82","IAH1_2019",164.552480485032
"LH74/PHN82","IAH1_2019",170.018208528872
"LH74/PHN82","IAH2_2019",183.00799428688
"LH74/PHN82","IAH2_2019",174.189592444691
"LH74/PHN82","IAH3_2019",206.654978400909
"LH74/PHN82","IAH3_2019",190.703209140992
"LH74/PHN82","IAH4_2019",227.133396916081
"LH74/PHN82","IAH4_2019",215.964631707815
"LH74/PHN82","ILH1_2019",189.530510864701
"LH74/PHN82","ILH1_2019",183.067663268858
"LH74/PHN82","INH1_2019",190.173710404057
"LH74/PHN82","INH1_2019",171.548706339814
"LH74/PHN82","MIH1_2019",205.364363215732
"LH74/PHN82","MIH1_2019",178.621775147929
"LH74/PHN82","NYH1_2019",130.082223689772
"LH74/PHN82","NYH1_2019",156.609913884193
"LH74/PHN82","NYH3_2019",247.559775389446
"LH74/PHN82","NYH3_2019",146.756064967999
