"gen","env","yield"
"FR19/3IIH6","ARH1_2016",107.9453892
"FR19/3IIH6","ARH1_2016",111.1065464
"FR19/3IIH6","ARH1_2017",141.79
"FR19/3IIH6","ARH1_2017",119.56
"FR19/3IIH6","ARH2_2016",22.07317643
"FR19/3IIH6","ARH2_2016",28.20474129
"FR19/3IIH6","ARH2_2017",147.13
"FR19/3IIH6","ARH2_2017",115.17
"FR19/3IIH6","DEH1_2016",68.73891243
"FR19/3IIH6","DEH1_2016",82.92275625
"FR19/3IIH6","DEH1_2017",109.55
"FR19/3IIH6","DEH1_2017",101.35
"FR19/3IIH6","IAH1_2016",132.7622637
"FR19/3IIH6","IAH1_2016",125.2661142
"FR19/3IIH6","IAH1_2017",168.67
"FR19/3IIH6","IAH1_2017",175.09
"FR19/3IIH6","IAH2_2016",130.4664344
"FR19/3IIH6","IAH2_2016",129.6535967
"FR19/3IIH6","IAH2_2017",144.23
"FR19/3IIH6","IAH2_2017",120.18
"FR19/3IIH6","IAH3_2016",134.112145
"FR19/3IIH6","IAH3_2016",136.6340591
"FR19/3IIH6","IAH3_2017",172.19
"FR19/3IIH6","IAH3_2017",178.75
"FR19/3IIH6","IAH4_2016",129.8280392
"FR19/3IIH6","IAH4_2016",149.1184361
"FR19/3IIH6","IAH4_2017",150.28
"FR19/3IIH6","IAH4_2017",148.29
"FR19/3IIH6","ILH1_2017",218.93
"FR19/3IIH6","ILH1_2017",143.98
"FR19/3IIH6","INH1_2016",81.73373047
"FR19/3IIH6","INH1_2016",83.89552895
"FR19/3IIH6","INH1_2017",155.96
"FR19/3IIH6","INH1_2017",191.59
"FR19/3IIH6","MIH1_2016",131.709533
"FR19/3IIH6","MIH1_2016",130.3603881
"FR19/3IIH6","MIH1_2017",76.69
"FR19/3IIH6","MIH1_2017",155.29
"FR19/3IIH6","MOH1_2016",69.28866057
"FR19/3IIH6","MOH1_2016",68.4370681
"FR19/3IIH6","MOH1_2017",118.6
"FR19/3IIH6","MOH1_2017",102.16
"FR19/3IIH6","NEH1_2016",70.46083803
"FR19/3IIH6","NEH1_2016",53.31878659
"FR19/3IIH6","NYH1_2016",86.71706601
"FR19/3IIH6","NYH1_2016",92.90073441
"FR19/3IIH6","NYH1_2017",106.85
"FR19/3IIH6","NYH1_2017",112.53
"FR19/3IIH6","NYH2_2016",123.6505735
"FR19/3IIH6","NYH2_2016",127.4833556
"FR19/3IIH6","NYH2_2017",152.92
"FR19/3IIH6","NYH2_2017",137.25
"FR19/3IIH6","OHH1_2016",95.81874416
"FR19/3IIH6","OHH1_2016",100.9362157
"FR19/3IIH6","OHH1_2017",166.79
"FR19/3IIH6","OHH1_2017",148.95
"FR19/3IIH6","WIH1_2016",131.5591166
"FR19/3IIH6","WIH1_2016",117.276923
"FR19/3IIH6","WIH1_2017",177.353437
"FR19/3IIH6","WIH1_2017",173.4309281
"FR19/3IIH6","WIH2_2016",75.4030473
"FR19/3IIH6","WIH2_2016",78.88115803
"FR19/3IIH6","WIH2_2017",139.1549189
"FR19/3IIH6","WIH2_2017",175.3729349
"I159/3IIH6","ARH1_2016",113.6478791
"I159/3IIH6","ARH1_2016",104.0259776
"I159/3IIH6","ARH1_2017",74.57
"I159/3IIH6","ARH1_2017",118.4
"I159/3IIH6","ARH2_2016",16.77924038
"I159/3IIH6","ARH2_2016",11.66547643
"I159/3IIH6","ARH2_2017",160.57
"I159/3IIH6","ARH2_2017",179
"I159/3IIH6","DEH1_2016",97.95519073
"I159/3IIH6","DEH1_2016",149.9407861
"I159/3IIH6","DEH1_2017",164.67
"I159/3IIH6","DEH1_2017",124.36
"I159/3IIH6","IAH1_2016",101.1748199
"I159/3IIH6","IAH1_2016",159.2038833
"I159/3IIH6","IAH1_2017",180.83
"I159/3IIH6","IAH1_2017",154.99
"I159/3IIH6","IAH2_2016",110.3581369
"I159/3IIH6","IAH2_2016",144.7408034
"I159/3IIH6","IAH2_2017",130.22
"I159/3IIH6","IAH2_2017",91.79
"I159/3IIH6","IAH3_2016",136.9150082
"I159/3IIH6","IAH3_2016",161.2519029
"I159/3IIH6","IAH3_2017",188.24
"I159/3IIH6","IAH3_2017",196.6
"I159/3IIH6","IAH4_2016",130.9911428
"I159/3IIH6","IAH4_2016",145.3199157
"I159/3IIH6","IAH4_2017",163.39
"I159/3IIH6","IAH4_2017",175.79
