"gen","env","yield"
"ICI 441/LH82","DEH1_2016",160.3953807
"ICI 441/LH82","DEH1_2016",157.7546978
"ICI 441/LH82","IAH1_2016",145.4425318
"ICI 441/LH82","IAH1_2016",121.2163782
"ICI 441/LH82","IAH2_2016",162.7855242
"ICI 441/LH82","IAH2_2016",164.1624694
"ICI 441/LH82","IAH3_2016",165.8630768
"ICI 441/LH82","IAH3_2016",153.6423428
"ICI 441/LH82","IAH4_2016",169.1347716
"ICI 441/LH82","IAH4_2016",92.69939894
"ICI 441/LH82","INH1_2016",95.00535414
"ICI 441/LH82","INH1_2016",108.4739736
"ICI 441/LH82","KSH1_2016",50.64043311
"ICI 441/LH82","KSH1_2016",97.16339681
"ICI 441/LH82","MOH1_2016",95.35000469
"ICI 441/LH82","MOH1_2016",120.8861802
"ICI 441/LH82","NEH1_2016",115.3153817
"ICI 441/LH82","NEH1_2016",140.0975727
"ICI 441/LH82","NEH4_2016",144.4197318
"ICI 441/LH82","NEH4_2016",174.1144557
"ICI 441/LH82","OHH1_2016",179.5482075
"ICI 441/LH82","OHH1_2016",151.8053112
"ICI 441/LH82","WIH1_2016",123.4184657
"ICI 441/LH82","WIH1_2016",170.3936728
"ICI 441/LH82","WIH2_2016",187.7903634
"ICI 441/LH82","WIH2_2016",133.2206931
"ICI 441/PHG47","DEH1_2016",129.960285
"ICI 441/PHG47","DEH1_2016",183.2076564
"ICI 441/PHG47","IAH1_2016",156.9139455
"ICI 441/PHG47","IAH1_2016",113.7599041
"ICI 441/PHG47","IAH2_2016",152.8375138
"ICI 441/PHG47","IAH2_2016",159.0717856
"ICI 441/PHG47","IAH3_2016",143.7143081
"ICI 441/PHG47","IAH3_2016",154.3704907
"ICI 441/PHG47","IAH4_2016",123.8889849
"ICI 441/PHG47","IAH4_2016",174.7555029
"ICI 441/PHG47","INH1_2016",138.7772627
"ICI 441/PHG47","INH1_2016",120.1074945
"ICI 441/PHG47","KSH1_2016",110.9893334
"ICI 441/PHG47","KSH1_2016",111.0702674
"ICI 441/PHG47","MOH1_2016",121.9121231
"ICI 441/PHG47","MOH1_2016",99.56571424
"ICI 441/PHG47","NEH1_2016",129.8232831
"ICI 441/PHG47","NEH1_2016",126.0093503
"ICI 441/PHG47","NEH4_2016",127.0236988
"ICI 441/PHG47","NEH4_2016",166.5337567
"ICI 441/PHG47","OHH1_2016",143.7281162
"ICI 441/PHG47","OHH1_2016",147.7284192
"ICI 441/PHG47","WIH1_2016",157.8267539
"ICI 441/PHG47","WIH1_2016",178.3686263
"ICI 441/PHG47","WIH2_2016",134.8017222
"ICI 441/PHG47","WIH2_2016",184.5324154
"ICI 441/PHG83","DEH1_2016",110.9086839
"ICI 441/PHG83","DEH1_2016",84.85991309
"ICI 441/PHG83","IAH1_2016",65.18498086
"ICI 441/PHG83","IAH1_2016",85.4930358
"ICI 441/PHG83","IAH2_2016",22.077795
"ICI 441/PHG83","IAH2_2016",51.77711713
"ICI 441/PHG83","IAH3_2016",94.32323326
"ICI 441/PHG83","IAH3_2016",187.8848109
"ICI 441/PHG83","IAH4_2016",135.5685329
"ICI 441/PHG83","IAH4_2016",134.6641014
"ICI 441/PHG83","INH1_2016",122.0762556
"ICI 441/PHG83","INH1_2016",68.83317689
"ICI 441/PHG83","KSH1_2016",74.0006706
"ICI 441/PHG83","KSH1_2016",141.0310048
"ICI 441/PHG83","MOH1_2016",33.97514301
"ICI 441/PHG83","MOH1_2016",57.94879219
"ICI 441/PHG83","NEH1_2016",59.37243953
"ICI 441/PHG83","NEH1_2016",69.82522639
"ICI 441/PHG83","NEH4_2016",84.24791205
"ICI 441/PHG83","NEH4_2016",80.37427553
"ICI 441/PHG83","OHH1_2016",92.61084289
"ICI 441/PHG83","OHH1_2016",116.159018
"ICI 441/PHG83","WIH1_2016",119.908136
"ICI 441/PHG83","WIH1_2016",90.52600164
"ICI 441/PHG83","WIH2_2016",68.12003378
"ICI 441/PHG83","WIH2_2016",140.4469399
"ICI 441/PHK76","DEH1_2016",138.3173159
"ICI 441/PHK76","DEH1_2016",172.013772
"ICI 441/PHK76","IAH1_2016",164.9086599
"ICI 441/PHK76","IAH1_2016",152.4857751
