"gen","env","yield"
"???TX205/LH195","IAH1_2015",257.9484223
"???TX205/LH195","IAH1_2015",225.1117255
"CG102/LH82","IAH1_2015",153.5181486
"CG102/LH82","IAH1_2015",157.3933632
"CG119/CG108","IAH1_2015",99.98790064
"CG119/CG108","IAH1_2015",142.5418282
"CG44/CGR01","IAH1_2015",218.5639963
"CG44/CGR01","IAH1_2015",166.5435407
"GEMS-0150/PHZ51","IAH1_2015",233.4685545
"GEMS-0150/PHZ51","IAH1_2015",229.2492154
"GT601/PHB47","IAH1_2015",166.9514193
"GT601/PHB47","IAH1_2015",213.4607274
"ICI 441/PHZ51","IAH1_2015",187.3011616
"ICI 441/PHZ51","IAH1_2015",186.3174978
"LAMA2002-12-1-B-B-B-B-B-B-1-B28-B14/LH195","IAH1_2015",252.9226893
"LAMA2002-12-1-B-B-B-B-B-B-1-B28-B14/LH195","IAH1_2015",201.905676
"LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18-B22/LH195","IAH1_2015",235.6210424
"LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18-B22/LH195","IAH1_2015",225.4449088
"LH195/LH198","IAH1_2015",170.1778366
"LH195/LH198","IAH1_2015",99.81462852
"LH195/LH82","IAH1_2015",194.7982579
"LH195/LH82","IAH1_2015",158.214591
"LH216/LH195","IAH1_2015",200.4537462
"LH216/LH195","IAH1_2015",197.6846536
"MP718/PHZ51","IAH1_2015",156.2845059
"MP718/PHZ51","IAH1_2015",194.8830529
"PHG39/TX205","IAH1_2015",198.106314
"PHG39/TX205","IAH1_2015",198.7905653
"SD101/PHZ51","IAH1_2015",155.817397
"SD101/PHZ51","IAH1_2015",117.8904767
"TX204/PHB47","IAH1_2015",238.9814904
"TX204/PHB47","IAH1_2015",256.9669678
"TX205/PHB47","IAH1_2015",233.5609242
"TX205/PHB47","IAH1_2015",180.8126626
"W37A/PHB47","IAH1_2015",161.2181848
"W37A/PHB47","IAH1_2015",164.2926865
"WF9/H95","IAH1_2015",200.922433
"WF9/H95","IAH1_2015",196.0453542
"Z013E0082/LH82","IAH1_2015",201.8314015
"Z013E0082/LH82","IAH1_2015",200.0572297
