"gen","yield","env"
"MO44_PHW65_0195/LH195",220.68,"IAH3_2018"
"MO44_PHW65_0195/LH195",224.71,"IAH3_2018"
"MO44_PHW65_0259/LH195",160.63,"IAH2_2018"
"MO44_PHW65_0259/LH195",204,"IAH2_2018"
"MO44_PHW65_0259/LH195",188.43,"IAH3_2018"
"MO44_PHW65_0259/LH195",209.12,"IAH3_2018"
"MO44_PHW65_0274/LH195",163.19,"IAH2_2018"
"MO44_PHW65_0274/LH195",203.93,"IAH2_2018"
"MO44_PHW65_0274/LH195",192.43,"IAH3_2018"
"MO44_PHW65_0274/LH195",188.41,"IAH3_2018"
"MO44_PHW65_0296/LH195",119.42,"IAH2_2018"
"MO44_PHW65_0296/LH195",174.12,"IAH2_2018"
"MO44_PHW65_0296/LH195",190.46,"IAH3_2018"
"MO44_PHW65_0296/LH195",200.35,"IAH3_2018"
"MO44_PHW65_0302/LH195",169.63,"IAH2_2018"
"MO44_PHW65_0302/LH195",164.69,"IAH2_2018"
"MO44_PHW65_0302/LH195",228.86,"IAH3_2018"
"MO44_PHW65_0302/LH195",211.15,"IAH3_2018"
"MO44_PHW65_0315/LH195",187.41,"IAH2_2018"
"MO44_PHW65_0315/LH195",245.61,"IAH2_2018"
"MO44_PHW65_0315/LH195",207.59,"IAH3_2018"
"MO44_PHW65_0315/LH195",225.08,"IAH3_2018"
"MO44_PHW65_0316/LH195",190.66,"IAH2_2018"
"MO44_PHW65_0316/LH195",132.19,"IAH2_2018"
"MO44_PHW65_0316/LH195",168.91,"IAH3_2018"
"MO44_PHW65_0316/LH195",160.98,"IAH3_2018"
"MO44_PHW65_0317/LH195",150.39,"IAH2_2018"
"MO44_PHW65_0317/LH195",157.36,"IAH2_2018"
"MO44_PHW65_0317/LH195",193.23,"IAH3_2018"
"MO44_PHW65_0317/LH195",187.03,"IAH3_2018"
"MO44_PHW65_0336/LH195",207.99,"IAH2_2018"
"MO44_PHW65_0336/LH195",181.93,"IAH2_2018"
"MO44_PHW65_0336/LH195",196.37,"IAH3_2018"
"MO44_PHW65_0336/LH195",251.04,"IAH3_2018"
"MO44_PHW65_0363/LH195",245.71,"IAH2_2018"
"MO44_PHW65_0363/LH195",176.69,"IAH2_2018"
"MO44_PHW65_0363/LH195",242.64,"IAH3_2018"
"MO44_PHW65_0363/LH195",233.7,"IAH3_2018"
"MO44_PHW65_0416/LH195",205.21,"IAH2_2018"
"MO44_PHW65_0416/LH195",250.76,"IAH2_2018"
"MO44_PHW65_0416/LH195",262.92,"IAH3_2018"
"MO44_PHW65_0416/LH195",253.96,"IAH3_2018"
"MO44_PHW65_0464/LH195",239.8,"IAH2_2018"
"MO44_PHW65_0464/LH195",223.28,"IAH2_2018"
"MO44_PHW65_0464/LH195",257.89,"IAH3_2018"
"MO44_PHW65_0464/LH195",238.01,"IAH3_2018"
"MO44_PHW65_0471/LH195",174.48,"IAH2_2018"
"MO44_PHW65_0471/LH195",142.77,"IAH2_2018"
"MO44_PHW65_0471/LH195",182.32,"IAH3_2018"
"MO44_PHW65_0471/LH195",193.25,"IAH3_2018"
"PHN11_PHW65_0003/LH195",214.13,"IAH2_2018"
"PHN11_PHW65_0003/LH195",204.22,"IAH2_2018"
"PHN11_PHW65_0003/LH195",211.44,"IAH3_2018"
"PHN11_PHW65_0003/LH195",193.66,"IAH3_2018"
"PHN11_PHW65_0010/LH195",211.46,"IAH2_2018"
"PHN11_PHW65_0010/LH195",198.37,"IAH2_2018"
"PHN11_PHW65_0010/LH195",235.37,"IAH3_2018"
"PHN11_PHW65_0010/LH195",194.32,"IAH3_2018"
"PHN11_PHW65_0055/LH195",252.34,"IAH2_2018"
"PHN11_PHW65_0055/LH195",186.97,"IAH2_2018"
"PHN11_PHW65_0055/LH195",210.27,"IAH3_2018"
"PHN11_PHW65_0055/LH195",210.82,"IAH3_2018"
"PHN11_PHW65_0061/LH195",191.69,"IAH2_2018"
"PHN11_PHW65_0061/LH195",216.98,"IAH2_2018"
"PHN11_PHW65_0061/LH195",202.21,"IAH3_2018"
"PHN11_PHW65_0061/LH195",230.52,"IAH3_2018"
"PHN11_PHW65_0070/LH195",207.78,"IAH2_2018"
"PHN11_PHW65_0070/LH195",188.52,"IAH2_2018"
"PHN11_PHW65_0070/LH195",245.22,"IAH3_2018"
"PHN11_PHW65_0070/LH195",261.6,"IAH3_2018"
"PHN11_PHW65_0072/LH195",189.77,"IAH2_2018"
"PHN11_PHW65_0072/LH195",222.25,"IAH2_2018"
"PHN11_PHW65_0072/LH195",189.13,"IAH3_2018"
"PHN11_PHW65_0072/LH195",218.07,"IAH3_2018"
"PHN11_PHW65_0076/LH195",226.37,"IAH2_2018"
"PHN11_PHW65_0076/LH195",224.73,"IAH2_2018"
"PHN11_PHW65_0076/LH195",265.24,"IAH3_2018"
"PHN11_PHW65_0076/LH195",249.42,"IAH3_2018"
"PHN11_PHW65_0080/LH195",225.17,"IAH2_2018"
"PHN11_PHW65_0080/LH195",210.86,"IAH2_2018"
"PHN11_PHW65_0080/LH195",218.79,"IAH3_2018"
"PHN11_PHW65_0080/LH195",206.13,"IAH3_2018"
"PHN11_PHW65_0084/LH195",253.1,"IAH2_2018"
"PHN11_PHW65_0084/LH195",199.15,"IAH2_2018"
"PHN11_PHW65_0084/LH195",195.79,"IAH3_2018"
"PHN11_PHW65_0084/LH195",220.11,"IAH3_2018"
"PHN11_PHW65_0086/LH195",210.75,"IAH2_2018"
"PHN11_PHW65_0086/LH195",206.69,"IAH2_2018"
"PHN11_PHW65_0086/LH195",237.12,"IAH3_2018"
"PHN11_PHW65_0086/LH195",214.53,"IAH3_2018"
"PHN11_PHW65_0087/LH195",183.07,"IAH2_2018"
"PHN11_PHW65_0087/LH195",173.03,"IAH2_2018"
"PHN11_PHW65_0087/LH195",223.12,"IAH3_2018"
"PHN11_PHW65_0087/LH195",198.67,"IAH3_2018"
"PHN11_PHW65_0105/LH195",183.94,"IAH2_2018"
"PHN11_PHW65_0105/LH195",187.87,"IAH2_2018"
"PHN11_PHW65_0105/LH195",212.83,"IAH3_2018"
"PHN11_PHW65_0105/LH195",179.87,"IAH3_2018"
"PHN11_PHW65_0110/LH195",152.14,"IAH2_2018"
"PHN11_PHW65_0110/LH195",158.84,"IAH2_2018"
"PHN11_PHW65_0110/LH195",165.79,"IAH3_2018"
"PHN11_PHW65_0110/LH195",190.04,"IAH3_2018"
"PHN11_PHW65_0114/LH195",204.31,"IAH2_2018"
"PHN11_PHW65_0114/LH195",194.89,"IAH2_2018"
"PHN11_PHW65_0114/LH195",183.2,"IAH3_2018"
"PHN11_PHW65_0114/LH195",218.55,"IAH3_2018"
"PHN11_PHW65_0118/LH195",186.47,"IAH2_2018"
"PHN11_PHW65_0118/LH195",127.73,"IAH2_2018"
"PHN11_PHW65_0118/LH195",187.46,"IAH3_2018"
"PHN11_PHW65_0118/LH195",224.22,"IAH3_2018"
"PHN11_PHW65_0133/LH195",239.08,"IAH2_2018"
"PHN11_PHW65_0133/LH195",219.17,"IAH2_2018"
"PHN11_PHW65_0133/LH195",232.93,"IAH3_2018"
"PHN11_PHW65_0133/LH195",218.89,"IAH3_2018"
"PHN11_PHW65_0138/LH195",168.97,"IAH2_2018"
"PHN11_PHW65_0138/LH195",197.59,"IAH2_2018"
"PHN11_PHW65_0138/LH195",193.58,"IAH3_2018"
"PHN11_PHW65_0138/LH195",180.12,"IAH3_2018"
"PHN11_PHW65_0140/LH195",246.97,"IAH2_2018"
"PHN11_PHW65_0140/LH195",176.2,"IAH2_2018"
"PHN11_PHW65_0140/LH195",219.45,"IAH3_2018"
"PHN11_PHW65_0140/LH195",196.41,"IAH3_2018"
"PHN11_PHW65_0251/LH195",196.31,"IAH2_2018"
"PHN11_PHW65_0251/LH195",181.82,"IAH2_2018"
"PHN11_PHW65_0251/LH195",202.41,"IAH3_2018"
"PHN11_PHW65_0251/LH195",228.81,"IAH3_2018"
"PHN11_PHW65_0282/LH195",172.21,"IAH2_2018"
"PHN11_PHW65_0282/LH195",194.04,"IAH2_2018"
"PHN11_PHW65_0282/LH195",180.67,"IAH3_2018"
"PHN11_PHW65_0282/LH195",206.61,"IAH3_2018"
"PHN11_PHW65_0284/LH195",186.95,"IAH2_2018"
"PHN11_PHW65_0284/LH195",195.59,"IAH2_2018"
"PHN11_PHW65_0284/LH195",212.03,"IAH3_2018"
"PHN11_PHW65_0284/LH195",220.22,"IAH3_2018"
"PHN11_PHW65_0288/LH195",219.39,"IAH2_2018"
"PHN11_PHW65_0288/LH195",201.45,"IAH2_2018"
"PHN11_PHW65_0288/LH195",201.22,"IAH3_2018"
"PHN11_PHW65_0288/LH195",215.09,"IAH3_2018"
"PHN11_PHW65_0302/LH195",224.94,"IAH2_2018"
"PHN11_PHW65_0302/LH195",216.36,"IAH2_2018"
"PHN11_PHW65_0302/LH195",194.41,"IAH3_2018"
"PHN11_PHW65_0302/LH195",198.02,"IAH3_2018"
"PHN11_PHW65_0319/LH195",198.99,"IAH2_2018"
"PHN11_PHW65_0319/LH195",207.39,"IAH2_2018"
"PHN11_PHW65_0319/LH195",204.38,"IAH3_2018"
"PHN11_PHW65_0319/LH195",192.47,"IAH3_2018"
"PHN11_PHW65_0346/LH195",228.24,"IAH2_2018"
"PHN11_PHW65_0346/LH195",222.4,"IAH2_2018"
"PHN11_PHW65_0346/LH195",251.28,"IAH3_2018"
"PHN11_PHW65_0346/LH195",237.76,"IAH3_2018"
"PHN11_PHW65_0355/LH195",208.99,"IAH2_2018"
"PHN11_PHW65_0355/LH195",170.91,"IAH2_2018"
"PHN11_PHW65_0355/LH195",234.69,"IAH3_2018"
"PHN11_PHW65_0355/LH195",248.32,"IAH3_2018"
"PHN11_PHW65_0374/LH195",206.42,"IAH2_2018"
"PHN11_PHW65_0374/LH195",227.39,"IAH2_2018"
"PHN11_PHW65_0374/LH195",202.61,"IAH3_2018"
"PHN11_PHW65_0374/LH195",203.63,"IAH3_2018"
"PHN11_PHW65_0395/LH195",217.68,"IAH2_2018"
"PHN11_PHW65_0395/LH195",244.83,"IAH2_2018"
"PHN11_PHW65_0395/LH195",251.04,"IAH3_2018"
"PHN11_PHW65_0395/LH195",212.19,"IAH3_2018"
"PHN11_PHW65_0424/LH195",204.03,"IAH2_2018"
"PHN11_PHW65_0424/LH195",213.42,"IAH2_2018"
"PHN11_PHW65_0424/LH195",237.53,"IAH3_2018"
"PHN11_PHW65_0424/LH195",213.55,"IAH3_2018"
"PHN11_PHW65_0443/LH195",207.14,"IAH2_2018"
"PHN11_PHW65_0443/LH195",229.66,"IAH2_2018"
"PHN11_PHW65_0443/LH195",198.88,"IAH3_2018"
"PHN11_PHW65_0443/LH195",201.89,"IAH3_2018"
"PHN11_PHW65_0448/LH195",218.91,"IAH2_2018"
"PHN11_PHW65_0448/LH195",198.14,"IAH2_2018"
"PHN11_PHW65_0448/LH195",226.2,"IAH3_2018"
"PHN11_PHW65_0448/LH195",228.27,"IAH3_2018"
"PHN11_PHW65_0453/LH195",174.27,"IAH2_2018"
"PHN11_PHW65_0453/LH195",214.53,"IAH2_2018"
"PHN11_PHW65_0453/LH195",243.5,"IAH3_2018"
"PHN11_PHW65_0453/LH195",226.9,"IAH3_2018"
"PHN11_PHW65_0494/LH195",211.92,"IAH2_2018"
"PHN11_PHW65_0494/LH195",191.75,"IAH2_2018"
"PHN11_PHW65_0494/LH195",220.42,"IAH3_2018"
"PHN11_PHW65_0494/LH195",207.89,"IAH3_2018"
"PHN11_PHW65_0577/LH195",217.32,"IAH2_2018"
"PHN11_PHW65_0577/LH195",220.76,"IAH2_2018"
"PHN11_PHW65_0577/LH195",224.95,"IAH3_2018"
"PHN11_PHW65_0577/LH195",231.07,"IAH3_2018"
"PHN11_PHW65_0591/LH195",176.99,"IAH2_2018"
"PHN11_PHW65_0591/LH195",159.88,"IAH2_2018"
"PHN11_PHW65_0591/LH195",206.81,"IAH3_2018"
"PHN11_PHW65_0591/LH195",191.57,"IAH3_2018"
"PHN11_PHW65_0626/LH195",258.6,"IAH2_2018"
"PHN11_PHW65_0626/LH195",232.09,"IAH2_2018"
"PHN11_PHW65_0626/LH195",254.68,"IAH3_2018"
"PHN11_PHW65_0626/LH195",223.42,"IAH3_2018"
"PHW65_MOG_0017/LH195",49.29,"IAH2_2018"
"PHW65_MOG_0017/LH195",145.9,"IAH2_2018"
"PHW65_MOG_0017/LH195",225.8,"IAH3_2018"
"PHW65_MOG_0017/LH195",217.01,"IAH3_2018"
"PHW65_MOG_0052/LH195",197.31,"IAH2_2018"
"PHW65_MOG_0052/LH195",148.11,"IAH2_2018"
"PHW65_MOG_0052/LH195",204.44,"IAH3_2018"
"PHW65_MOG_0052/LH195",254.32,"IAH3_2018"
"PHW65_MOG_0057/LH195",137.92,"IAH2_2018"
"PHW65_MOG_0057/LH195",216.37,"IAH2_2018"
"PHW65_MOG_0057/LH195",211.92,"IAH3_2018"
"PHW65_MOG_0057/LH195",218.4,"IAH3_2018"
"PHW65_MOG_0121/LH195",188.59,"IAH2_2018"
"PHW65_MOG_0121/LH195",201.05,"IAH2_2018"
"PHW65_MOG_0121/LH195",247.24,"IAH3_2018"
"PHW65_MOG_0121/LH195",276.64,"IAH3_2018"
"PHW65_MOG_0122/LH195",162.41,"IAH2_2018"
"PHW65_MOG_0122/LH195",173.73,"IAH2_2018"
"PHW65_MOG_0122/LH195",199.17,"IAH3_2018"
"PHW65_MOG_0122/LH195",241.75,"IAH3_2018"
"PHW65_MOG_0201/LH195",214.05,"IAH2_2018"
"PHW65_MOG_0201/LH195",190.67,"IAH2_2018"
"PHW65_MOG_0201/LH195",215.87,"IAH3_2018"
"PHW65_MOG_0201/LH195",257.83,"IAH3_2018"
"PHW65_MOG_0217/LH195",123.73,"IAH2_2018"
"PHW65_MOG_0217/LH195",148.37,"IAH2_2018"
"PHW65_MOG_0217/LH195",209.67,"IAH3_2018"
"PHW65_MOG_0217/LH195",152.4,"IAH3_2018"
"PHW65_MOG_0277/LH195",157.83,"IAH2_2018"
"PHW65_MOG_0277/LH195",178.25,"IAH2_2018"
"PHW65_MOG_0277/LH195",233.25,"IAH3_2018"
"PHW65_MOG_0277/LH195",226.33,"IAH3_2018"
"PHW65_MOG_0305/LH195",163.13,"IAH2_2018"
"PHW65_MOG_0305/LH195",130.46,"IAH2_2018"
"PHW65_MOG_0305/LH195",233.24,"IAH3_2018"
"PHW65_MOG_0305/LH195",238.21,"IAH3_2018"
"PHW65_MOG_0306/LH195",166.05,"IAH2_2018"
"PHW65_MOG_0306/LH195",236,"IAH2_2018"
"PHW65_MOG_0306/LH195",210.01,"IAH3_2018"
"PHW65_MOG_0306/LH195",216.09,"IAH3_2018"
"PHW65_MOG_0341/LH195",217.6,"IAH2_2018"
"PHW65_MOG_0341/LH195",200.18,"IAH2_2018"
"PHW65_MOG_0341/LH195",259.47,"IAH3_2018"
"PHW65_MOG_0341/LH195",232.39,"IAH3_2018"
"PHW65_MOG_0377/LH195",158.87,"IAH2_2018"
"PHW65_MOG_0377/LH195",210.5,"IAH2_2018"
"PHW65_MOG_0377/LH195",197.68,"IAH3_2018"
"PHW65_MOG_0377/LH195",201.42,"IAH3_2018"
"PHW65_MOG_0411/LH195",135.73,"IAH2_2018"
"PHW65_MOG_0411/LH195",202.42,"IAH2_2018"
"PHW65_MOG_0411/LH195",187.66,"IAH3_2018"
"PHW65_MOG_0411/LH195",203.36,"IAH3_2018"
"PHW65_MOG_0426/LH195",191.86,"IAH2_2018"
"PHW65_MOG_0426/LH195",174.64,"IAH2_2018"
"PHW65_MOG_0426/LH195",213.08,"IAH3_2018"
"PHW65_MOG_0426/LH195",211.51,"IAH3_2018"
"PHW65_MOG_0448/LH195",182.81,"IAH2_2018"
"PHW65_MOG_0448/LH195",179.5,"IAH2_2018"
"PHW65_MOG_0448/LH195",203.8,"IAH3_2018"
"PHW65_MOG_0448/LH195",213.52,"IAH3_2018"
"PHW65_MOG_0569/LH195",180.89,"IAH2_2018"
"PHW65_MOG_0569/LH195",166.51,"IAH2_2018"
"PHW65_MOG_0569/LH195",222.57,"IAH3_2018"
"PHW65_MOG_0569/LH195",238.73,"IAH3_2018"
"PHW65_MOG_0622/LH195",203,"IAH2_2018"
"PHW65_MOG_0622/LH195",230.74,"IAH2_2018"
"PHW65_MOG_0622/LH195",244.54,"IAH3_2018"
"PHW65_MOG_0622/LH195",270.22,"IAH3_2018"
"PHW65_MOG_0660/LH195",170.48,"IAH2_2018"
"PHW65_MOG_0660/LH195",165.51,"IAH2_2018"
"PHW65_MOG_0660/LH195",225.8,"IAH3_2018"
"PHW65_MOG_0660/LH195",232,"IAH3_2018"
