"gen","yield","env"
"NILASQ4G11I04S2/LH123HT",235.54,"NCH1_2018"
"NILASQ4G11I04S2/LH123HT",283.88,"NCH1_2018"
"NILASQ4G11I04S2/LH123HT",168.98,"TXH2_2018"
"NILASQ4G11I04S2/LH123HT",130.77,"TXH2_2018"
"NILASQ4G11I05S2/LH123HT",114.66,"DEH1_2018"
"NILASQ4G11I05S2/LH123HT",65.17,"DEH1_2018"
"NILASQ4G11I05S2/LH123HT",174.08,"IAH4_2018"
"NILASQ4G11I05S2/LH123HT",161.63,"IAH4_2018"
"NILASQ4G11I05S2/LH123HT",142.88,"MOH1_2018"
"NILASQ4G11I05S2/LH123HT",137.18,"MOH1_2018"
"NILASQ4G11I05S2/LH123HT",198.57,"NCH1_2018"
"NILASQ4G11I05S2/LH123HT",179.08,"NCH1_2018"
"NILASQ4G11I05S2/LH123HT",115.12,"TXH2_2018"
"NILASQ4G11I05S2/LH123HT",132.41,"TXH2_2018"
"NILASQ4G11I06S3/LH123HT",148.18,"DEH1_2018"
"NILASQ4G11I06S3/LH123HT",133.78,"DEH1_2018"
"NILASQ4G11I06S3/LH123HT",206.59,"IAH4_2018"
"NILASQ4G11I06S3/LH123HT",159.78,"IAH4_2018"
"NILASQ4G11I06S3/LH123HT",149.06,"MOH1_2018"
"NILASQ4G11I06S3/LH123HT",154.36,"MOH1_2018"
"NILASQ4G11I06S3/LH123HT",198.1,"NCH1_2018"
"NILASQ4G11I06S3/LH123HT",218.18,"NCH1_2018"
"NILASQ4G11I06S3/LH123HT",137.2,"TXH2_2018"
"NILASQ4G11I06S3/LH123HT",144.85,"TXH2_2018"
"NILASQ4G11I07S3/LH123HT",47.93,"DEH1_2018"
"NILASQ4G11I07S3/LH123HT",12.36,"DEH1_2018"
"NILASQ4G11I07S3/LH123HT",187.26,"IAH4_2018"
"NILASQ4G11I07S3/LH123HT",221.8,"IAH4_2018"
"NILASQ4G11I07S3/LH123HT",143.78,"MOH1_2018"
"NILASQ4G11I07S3/LH123HT",168.97,"MOH1_2018"
"NILASQ4G11I07S3/LH123HT",192.96,"NCH1_2018"
"NILASQ4G11I07S3/LH123HT",221.48,"NCH1_2018"
"NILASQ4G11I07S3/LH123HT",132.03,"TXH2_2018"
"NILASQ4G11I07S3/LH123HT",137.91,"TXH2_2018"
"NILASQ4G11I08S3/LH123HT",129.85,"DEH1_2018"
"NILASQ4G11I08S3/LH123HT",53.65,"DEH1_2018"
"NILASQ4G11I08S3/LH123HT",179.37,"IAH4_2018"
"NILASQ4G11I08S3/LH123HT",167.46,"IAH4_2018"
"NILASQ4G11I08S3/LH123HT",148.78,"MOH1_2018"
"NILASQ4G11I08S3/LH123HT",142.79,"MOH1_2018"
"NILASQ4G11I08S3/LH123HT",196.11,"NCH1_2018"
"NILASQ4G11I08S3/LH123HT",181.53,"NCH1_2018"
"NILASQ4G11I08S3/LH123HT",97.26,"TXH2_2018"
"NILASQ4G11I08S3/LH123HT",143.8,"TXH2_2018"
"NILASQ4G11I09S2/LH123HT",60.44,"DEH1_2018"
"NILASQ4G11I09S2/LH123HT",174.04,"DEH1_2018"
"NILASQ4G11I09S2/LH123HT",159.89,"IAH4_2018"
"NILASQ4G11I09S2/LH123HT",187.54,"IAH4_2018"
"NILASQ4G11I09S2/LH123HT",142.61,"MOH1_2018"
"NILASQ4G11I09S2/LH123HT",159.41,"MOH1_2018"
"NILASQ4G11I09S2/LH123HT",227.07,"NCH1_2018"
"NILASQ4G11I09S2/LH123HT",260.35,"NCH1_2018"
"NILASQ4G11I09S2/LH123HT",147.2,"TXH2_2018"
"NILASQ4G11I09S2/LH123HT",138.58,"TXH2_2018"
"NILASQ4G11I10S2/LH123HT",144.25,"DEH1_2018"
"NILASQ4G11I10S2/LH123HT",148.46,"DEH1_2018"
"NILASQ4G11I10S2/LH123HT",195.7,"IAH4_2018"
"NILASQ4G11I10S2/LH123HT",194.08,"IAH4_2018"
"NILASQ4G11I10S2/LH123HT",128.65,"MOH1_2018"
"NILASQ4G11I10S2/LH123HT",144.48,"MOH1_2018"
"NILASQ4G11I10S2/LH123HT",202.55,"NCH1_2018"
"NILASQ4G11I10S2/LH123HT",223.39,"NCH1_2018"
"NILASQ4G11I10S2/LH123HT",134.47,"TXH2_2018"
"NILASQ4G11I10S2/LH123HT",132.48,"TXH2_2018"
"NILASQ4G11I11S2/LH123HT",111.58,"DEH1_2018"
"NILASQ4G11I11S2/LH123HT",127.95,"DEH1_2018"
"NILASQ4G11I11S2/LH123HT",202.07,"IAH4_2018"
"NILASQ4G11I11S2/LH123HT",153.8,"IAH4_2018"
"NILASQ4G11I11S2/LH123HT",134.24,"MOH1_2018"
"NILASQ4G11I11S2/LH123HT",143.86,"MOH1_2018"
"NILASQ4G11I11S2/LH123HT",177.43,"NCH1_2018"
"NILASQ4G11I11S2/LH123HT",235.58,"NCH1_2018"
"NILASQ4G11I11S2/LH123HT",118.29,"TXH2_2018"
"NILASQ4G11I11S2/LH123HT",117.13,"TXH2_2018"
"NILASQ4G21I01S2/LH123HT",161.84,"DEH1_2018"
"NILASQ4G21I01S2/LH123HT",163.86,"DEH1_2018"
"NILASQ4G21I01S2/LH123HT",197.19,"IAH4_2018"
"NILASQ4G21I01S2/LH123HT",141.37,"IAH4_2018"
"NILASQ4G21I01S2/LH123HT",146.26,"MOH1_2018"
"NILASQ4G21I01S2/LH123HT",149.48,"MOH1_2018"
"NILASQ4G21I01S2/LH123HT",242.11,"NCH1_2018"
"NILASQ4G21I01S2/LH123HT",269.44,"NCH1_2018"
"NILASQ4G21I01S2/LH123HT",102.25,"TXH2_2018"
"NILASQ4G21I01S2/LH123HT",132.32,"TXH2_2018"
"NILASQ4G21I02S2/LH123HT",115.54,"DEH1_2018"
"NILASQ4G21I02S2/LH123HT",25.24,"DEH1_2018"
"NILASQ4G21I02S2/LH123HT",129.93,"IAH4_2018"
"NILASQ4G21I02S2/LH123HT",183.92,"IAH4_2018"
"NILASQ4G21I02S2/LH123HT",162.75,"MOH1_2018"
"NILASQ4G21I02S2/LH123HT",123.4,"MOH1_2018"
"NILASQ4G21I02S2/LH123HT",204.46,"NCH1_2018"
"NILASQ4G21I02S2/LH123HT",240.79,"NCH1_2018"
"NILASQ4G21I02S2/LH123HT",173.45,"TXH2_2018"
"NILASQ4G21I02S2/LH123HT",118.67,"TXH2_2018"
"NILASQ4G21I03S2/LH123HT",131.15,"DEH1_2018"
"NILASQ4G21I03S2/LH123HT",114.36,"DEH1_2018"
"NILASQ4G21I03S2/LH123HT",89.18,"IAH4_2018"
"NILASQ4G21I03S2/LH123HT",137.36,"IAH4_2018"
"NILASQ4G21I03S2/LH123HT",144.58,"MOH1_2018"
"NILASQ4G21I03S2/LH123HT",143.89,"MOH1_2018"
"NILASQ4G21I03S2/LH123HT",260.18,"NCH1_2018"
"NILASQ4G21I03S2/LH123HT",236.92,"NCH1_2018"
"NILASQ4G21I03S2/LH123HT",146.75,"TXH2_2018"
"NILASQ4G21I03S2/LH123HT",163.37,"TXH2_2018"
"NILASQ4G21I04S2/LH123HT",115.34,"DEH1_2018"
"NILASQ4G21I04S2/LH123HT",158.41,"DEH1_2018"
"NILASQ4G21I04S2/LH123HT",161.04,"IAH4_2018"
"NILASQ4G21I04S2/LH123HT",142.52,"IAH4_2018"
"NILASQ4G21I04S2/LH123HT",151.04,"MOH1_2018"
"NILASQ4G21I04S2/LH123HT",158.22,"MOH1_2018"
"NILASQ4G21I04S2/LH123HT",222.43,"NCH1_2018"
"NILASQ4G21I04S2/LH123HT",205.87,"NCH1_2018"
"NILASQ4G21I04S2/LH123HT",148.11,"TXH2_2018"
"NILASQ4G21I04S2/LH123HT",134.24,"TXH2_2018"
"NILASQ4G21I05S2/LH123HT",26.41,"DEH1_2018"
"NILASQ4G21I05S2/LH123HT",129.52,"DEH1_2018"
"NILASQ4G21I05S2/LH123HT",150.56,"IAH4_2018"
"NILASQ4G21I05S2/LH123HT",147.4,"IAH4_2018"
"NILASQ4G21I05S2/LH123HT",140.33,"MOH1_2018"
"NILASQ4G21I05S2/LH123HT",134.76,"MOH1_2018"
"NILASQ4G21I05S2/LH123HT",246.98,"NCH1_2018"
"NILASQ4G21I05S2/LH123HT",207.52,"NCH1_2018"
"NILASQ4G21I05S2/LH123HT",140.23,"TXH2_2018"
"NILASQ4G21I05S2/LH123HT",149.36,"TXH2_2018"
"NILASQ4G21I06S2/LH123HT",63.62,"DEH1_2018"
"NILASQ4G21I06S2/LH123HT",133.7,"DEH1_2018"
"NILASQ4G21I06S2/LH123HT",174.08,"IAH4_2018"
"NILASQ4G21I06S2/LH123HT",164,"IAH4_2018"
"NILASQ4G21I06S2/LH123HT",154.91,"MOH1_2018"
"NILASQ4G21I06S2/LH123HT",126.19,"MOH1_2018"
"NILASQ4G21I06S2/LH123HT",207.06,"NCH1_2018"
"NILASQ4G21I06S2/LH123HT",213.82,"NCH1_2018"
"NILASQ4G21I06S2/LH123HT",78.64,"TXH2_2018"
"NILASQ4G21I06S2/LH123HT",132.33,"TXH2_2018"
"NILASQ4G21I07S2/LH123HT",164.63,"DEH1_2018"
"NILASQ4G21I07S2/LH123HT",141,"DEH1_2018"
"NILASQ4G21I07S2/LH123HT",172.47,"IAH4_2018"
"NILASQ4G21I07S2/LH123HT",185.12,"IAH4_2018"
"NILASQ4G21I07S2/LH123HT",140.68,"MOH1_2018"
"NILASQ4G21I07S2/LH123HT",165.55,"MOH1_2018"
"NILASQ4G21I07S2/LH123HT",236.23,"NCH1_2018"
"NILASQ4G21I07S2/LH123HT",204.26,"NCH1_2018"
"NILASQ4G21I07S2/LH123HT",58.89,"TXH2_2018"
"NILASQ4G21I07S2/LH123HT",119.53,"TXH2_2018"
"NILASQ4G21I08S2/LH123HT",158.85,"DEH1_2018"
"NILASQ4G21I08S2/LH123HT",102.52,"DEH1_2018"
"NILASQ4G21I08S2/LH123HT",166.12,"IAH4_2018"
"NILASQ4G21I08S2/LH123HT",218.57,"IAH4_2018"
"NILASQ4G21I08S2/LH123HT",161.21,"MOH1_2018"
"NILASQ4G21I08S2/LH123HT",148.22,"MOH1_2018"
"NILASQ4G21I08S2/LH123HT",227.53,"NCH1_2018"
"NILASQ4G21I08S2/LH123HT",281.92,"NCH1_2018"
"NILASQ4G21I08S2/LH123HT",100.66,"TXH2_2018"
"NILASQ4G21I08S2/LH123HT",160.77,"TXH2_2018"
"NILASQ4G21I09S2/LH123HT",127.13,"DEH1_2018"
"NILASQ4G21I09S2/LH123HT",94.87,"DEH1_2018"
"NILASQ4G21I09S2/LH123HT",160.88,"IAH4_2018"
"NILASQ4G21I09S2/LH123HT",139.72,"IAH4_2018"
"NILASQ4G21I09S2/LH123HT",141,"MOH1_2018"
"NILASQ4G21I09S2/LH123HT",139.41,"MOH1_2018"
"NILASQ4G21I09S2/LH123HT",239.6,"NCH1_2018"
"NILASQ4G21I09S2/LH123HT",215.17,"NCH1_2018"
"NILASQ4G21I09S2/LH123HT",142.45,"TXH2_2018"
"NILASQ4G21I09S2/LH123HT",109.65,"TXH2_2018"
"NILASQ4G21I10S2/LH123HT",122.48,"DEH1_2018"
"NILASQ4G21I10S2/LH123HT",116.03,"DEH1_2018"
"NILASQ4G21I10S2/LH123HT",153.84,"IAH4_2018"
"NILASQ4G21I10S2/LH123HT",154.81,"IAH4_2018"
"NILASQ4G21I10S2/LH123HT",138.03,"MOH1_2018"
"NILASQ4G21I10S2/LH123HT",145.55,"MOH1_2018"
"NILASQ4G21I10S2/LH123HT",213.93,"NCH1_2018"
"NILASQ4G21I10S2/LH123HT",226.01,"NCH1_2018"
"NILASQ4G21I10S2/LH123HT",152.85,"TXH2_2018"
"NILASQ4G21I10S2/LH123HT",144.01,"TXH2_2018"
"NILASQ4G21I11S2/LH123HT",74.62,"DEH1_2018"
"NILASQ4G21I11S2/LH123HT",118.3,"DEH1_2018"
"NILASQ4G21I11S2/LH123HT",138.61,"IAH4_2018"
"NILASQ4G21I11S2/LH123HT",157.98,"IAH4_2018"
"NILASQ4G21I11S2/LH123HT",134.41,"MOH1_2018"
"NILASQ4G21I11S2/LH123HT",158.66,"MOH1_2018"
"NILASQ4G21I11S2/LH123HT",246.7,"NCH1_2018"
"NILASQ4G21I11S2/LH123HT",193.68,"NCH1_2018"
"NILASQ4G21I11S2/LH123HT",142.21,"TXH2_2018"
"NILASQ4G21I11S2/LH123HT",121.28,"TXH2_2018"
"NILASQ4G21I12S2/LH123HT",83.06,"DEH1_2018"
"NILASQ4G21I12S2/LH123HT",25.7,"DEH1_2018"
"NILASQ4G21I12S2/LH123HT",148.31,"IAH4_2018"
"NILASQ4G21I12S2/LH123HT",121.17,"IAH4_2018"
"NILASQ4G21I12S2/LH123HT",134.35,"MOH1_2018"
"NILASQ4G21I12S2/LH123HT",151.18,"MOH1_2018"
"NILASQ4G21I12S2/LH123HT",241.19,"NCH1_2018"
"NILASQ4G21I12S2/LH123HT",183.57,"NCH1_2018"
"NILASQ4G21I12S2/LH123HT",139.26,"TXH2_2018"
"NILASQ4G21I12S2/LH123HT",165.11,"TXH2_2018"
"NILASQ4G31I01S2/LH123HT",132.59,"DEH1_2018"
"NILASQ4G31I01S2/LH123HT",155.18,"DEH1_2018"
"NILASQ4G31I01S2/LH123HT",199.44,"IAH4_2018"
"NILASQ4G31I01S2/LH123HT",196.53,"IAH4_2018"
"NILASQ4G31I01S2/LH123HT",129.71,"MOH1_2018"
"NILASQ4G31I01S2/LH123HT",98.5,"MOH1_2018"
"NILASQ4G31I01S2/LH123HT",245.32,"NCH1_2018"
"NILASQ4G31I01S2/LH123HT",217.63,"NCH1_2018"
"NILASQ4G31I01S2/LH123HT",149.71,"TXH2_2018"
"NILASQ4G31I01S2/LH123HT",131.61,"TXH2_2018"
"NILASQ4G31I02S3/LH123HT",145.04,"DEH1_2018"
"NILASQ4G31I02S3/LH123HT",154.07,"DEH1_2018"
"NILASQ4G31I02S3/LH123HT",163.36,"IAH4_2018"
"NILASQ4G31I02S3/LH123HT",181.32,"IAH4_2018"
"NILASQ4G31I02S3/LH123HT",179.03,"MOH1_2018"
"NILASQ4G31I02S3/LH123HT",96.23,"MOH1_2018"
"NILASQ4G31I02S3/LH123HT",210.07,"NCH1_2018"
"NILASQ4G31I02S3/LH123HT",241.73,"NCH1_2018"
"NILASQ4G31I02S3/LH123HT",157.46,"TXH2_2018"
"NILASQ4G31I02S3/LH123HT",145.39,"TXH2_2018"
"NILASQ4G31I03S2/LH123HT",156.74,"DEH1_2018"
"NILASQ4G31I03S2/LH123HT",160.36,"DEH1_2018"
"NILASQ4G31I03S2/LH123HT",158.35,"IAH4_2018"
"NILASQ4G31I03S2/LH123HT",182.12,"IAH4_2018"
"NILASQ4G31I03S2/LH123HT",119.73,"MOH1_2018"
"NILASQ4G31I03S2/LH123HT",93,"MOH1_2018"
"NILASQ4G31I03S2/LH123HT",230.17,"NCH1_2018"
"NILASQ4G31I03S2/LH123HT",216.24,"NCH1_2018"
"NILASQ4G31I03S2/LH123HT",164.33,"TXH2_2018"
"NILASQ4G31I03S2/LH123HT",151.59,"TXH2_2018"
"NILASQ4G31I04S2/LH123HT",70.55,"DEH1_2018"
"NILASQ4G31I04S2/LH123HT",132.72,"DEH1_2018"
"NILASQ4G31I04S2/LH123HT",123.55,"IAH4_2018"
"NILASQ4G31I04S2/LH123HT",95.08,"IAH4_2018"
"NILASQ4G31I04S2/LH123HT",101.62,"MOH1_2018"
"NILASQ4G31I04S2/LH123HT",104.09,"MOH1_2018"
"NILASQ4G31I04S2/LH123HT",220.31,"NCH1_2018"
"NILASQ4G31I04S2/LH123HT",252.56,"NCH1_2018"
"NILASQ4G31I04S2/LH123HT",195.84,"TXH2_2018"
"NILASQ4G31I04S2/LH123HT",170.46,"TXH2_2018"
"NILASQ4G31I05S3/LH123HT",177.74,"DEH1_2018"
"NILASQ4G31I05S3/LH123HT",159.91,"DEH1_2018"
"NILASQ4G31I05S3/LH123HT",117.95,"IAH4_2018"
"NILASQ4G31I05S3/LH123HT",127.38,"IAH4_2018"
"NILASQ4G31I05S3/LH123HT",113.93,"MOH1_2018"
"NILASQ4G31I05S3/LH123HT",165.11,"MOH1_2018"
"NILASQ4G31I05S3/LH123HT",230.76,"NCH1_2018"
"NILASQ4G31I05S3/LH123HT",218.44,"NCH1_2018"
"NILASQ4G31I05S3/LH123HT",151.27,"TXH2_2018"
"NILASQ4G31I05S3/LH123HT",118.82,"TXH2_2018"
"NILASQ4G31I06S2/LH123HT",109.81,"DEH1_2018"
"NILASQ4G31I06S2/LH123HT",144.89,"DEH1_2018"
"NILASQ4G31I06S2/LH123HT",121.39,"IAH4_2018"
"NILASQ4G31I06S2/LH123HT",116.47,"IAH4_2018"
"NILASQ4G31I06S2/LH123HT",93.72,"MOH1_2018"
"NILASQ4G31I06S2/LH123HT",112.52,"MOH1_2018"
"NILASQ4G31I06S2/LH123HT",114.86,"NCH1_2018"
"NILASQ4G31I06S2/LH123HT",196.63,"NCH1_2018"
"NILASQ4G31I06S2/LH123HT",150.74,"TXH2_2018"
"NILASQ4G31I06S2/LH123HT",127.13,"TXH2_2018"
"NILASQ4G31I07S3/LH123HT",74.55,"DEH1_2018"
"NILASQ4G31I07S3/LH123HT",83.62,"DEH1_2018"
"NILASQ4G31I07S3/LH123HT",127.54,"IAH4_2018"
"NILASQ4G31I07S3/LH123HT",92.37,"IAH4_2018"
"NILASQ4G31I07S3/LH123HT",91.26,"MOH1_2018"
"NILASQ4G31I07S3/LH123HT",125.53,"MOH1_2018"
"NILASQ4G31I07S3/LH123HT",185.4,"NCH1_2018"
"NILASQ4G31I07S3/LH123HT",205.23,"NCH1_2018"
"NILASQ4G31I07S3/LH123HT",116.58,"TXH2_2018"
"NILASQ4G31I07S3/LH123HT",152.72,"TXH2_2018"
"NILASQ4G31I09S2/LH123HT",120.03,"DEH1_2018"
"NILASQ4G31I09S2/LH123HT",104.26,"DEH1_2018"
"NILASQ4G31I09S2/LH123HT",202.49,"IAH4_2018"
"NILASQ4G31I09S2/LH123HT",186.49,"IAH4_2018"
"NILASQ4G31I09S2/LH123HT",151.12,"MOH1_2018"
"NILASQ4G31I09S2/LH123HT",144.13,"MOH1_2018"
"NILASQ4G31I09S2/LH123HT",171.29,"NCH1_2018"
"NILASQ4G31I09S2/LH123HT",248.47,"NCH1_2018"
"NILASQ4G31I09S2/LH123HT",165.49,"TXH2_2018"
"NILASQ4G31I09S2/LH123HT",155.03,"TXH2_2018"
"NILASQ4G31I10S2/LH123HT",127.21,"DEH1_2018"
"NILASQ4G31I10S2/LH123HT",126.84,"DEH1_2018"
"NILASQ4G31I10S2/LH123HT",199.02,"IAH4_2018"
"NILASQ4G31I10S2/LH123HT",169.38,"IAH4_2018"
"NILASQ4G31I10S2/LH123HT",155.13,"MOH1_2018"
"NILASQ4G31I10S2/LH123HT",178.08,"MOH1_2018"
"NILASQ4G31I10S2/LH123HT",242.37,"NCH1_2018"
"NILASQ4G31I10S2/LH123HT",52.9,"NCH1_2018"
"NILASQ4G31I10S2/LH123HT",120.59,"TXH2_2018"
"NILASQ4G31I10S2/LH123HT",128.76,"TXH2_2018"
"NILASQ4G31I11S3/LH123HT",127.09,"DEH1_2018"
"NILASQ4G31I11S3/LH123HT",135.46,"DEH1_2018"
"NILASQ4G31I11S3/LH123HT",164.48,"IAH4_2018"
"NILASQ4G31I11S3/LH123HT",197.58,"IAH4_2018"
"NILASQ4G31I11S3/LH123HT",156.07,"MOH1_2018"
"NILASQ4G31I11S3/LH123HT",147.43,"MOH1_2018"
"NILASQ4G31I11S3/LH123HT",237.07,"NCH1_2018"
"NILASQ4G31I11S3/LH123HT",264.78,"NCH1_2018"
"NILASQ4G31I11S3/LH123HT",191.58,"TXH2_2018"
"NILASQ4G31I11S3/LH123HT",148.94,"TXH2_2018"
"NILASQ4G31I12S2/LH123HT",152.7,"DEH1_2018"
"NILASQ4G31I12S2/LH123HT",105.64,"DEH1_2018"
"NILASQ4G31I12S2/LH123HT",86.47,"IAH4_2018"
"NILASQ4G31I12S2/LH123HT",124.51,"IAH4_2018"
"NILASQ4G31I12S2/LH123HT",94.2,"MOH1_2018"
"NILASQ4G31I12S2/LH123HT",130.91,"MOH1_2018"
"NILASQ4G31I12S2/LH123HT",223.27,"NCH1_2018"
"NILASQ4G31I12S2/LH123HT",221.15,"NCH1_2018"
"NILASQ4G31I12S2/LH123HT",157.75,"TXH2_2018"
"NILASQ4G31I12S2/LH123HT",163.15,"TXH2_2018"
"NILASQ4G41I01S2/LH123HT",177.2,"DEH1_2018"
"NILASQ4G41I01S2/LH123HT",145.63,"DEH1_2018"
"NILASQ4G41I01S2/LH123HT",191.93,"IAH4_2018"
"NILASQ4G41I01S2/LH123HT",176.18,"IAH4_2018"
"NILASQ4G41I01S2/LH123HT",171.83,"MOH1_2018"
"NILASQ4G41I01S2/LH123HT",169.53,"MOH1_2018"
"NILASQ4G41I01S2/LH123HT",145.4,"NCH1_2018"
"NILASQ4G41I01S2/LH123HT",269.09,"NCH1_2018"
"NILASQ4G41I01S2/LH123HT",148.34,"TXH2_2018"
"NILASQ4G41I01S2/LH123HT",139.14,"TXH2_2018"
"NILASQ4G41I02S3/LH123HT",130.2,"DEH1_2018"
"NILASQ4G41I02S3/LH123HT",134.67,"DEH1_2018"
"NILASQ4G41I02S3/LH123HT",210.31,"IAH4_2018"
"NILASQ4G41I02S3/LH123HT",159.14,"IAH4_2018"
"NILASQ4G41I02S3/LH123HT",160.78,"MOH1_2018"
"NILASQ4G41I02S3/LH123HT",134.62,"MOH1_2018"
"NILASQ4G41I02S3/LH123HT",209.6,"NCH1_2018"
"NILASQ4G41I02S3/LH123HT",216.92,"NCH1_2018"
"NILASQ4G41I02S3/LH123HT",171.74,"TXH2_2018"
"NILASQ4G41I02S3/LH123HT",154.03,"TXH2_2018"
"NILASQ4G41I03S2/LH123HT",112.13,"DEH1_2018"
"NILASQ4G41I03S2/LH123HT",123.08,"DEH1_2018"
"NILASQ4G41I03S2/LH123HT",134.37,"IAH4_2018"
"NILASQ4G41I03S2/LH123HT",158.88,"IAH4_2018"
"NILASQ4G41I03S2/LH123HT",149.2,"MOH1_2018"
"NILASQ4G41I03S2/LH123HT",151.11,"MOH1_2018"
"NILASQ4G41I03S2/LH123HT",319.63,"NCH1_2018"
"NILASQ4G41I03S2/LH123HT",179.53,"NCH1_2018"
"NILASQ4G41I03S2/LH123HT",156.62,"TXH2_2018"
"NILASQ4G41I03S2/LH123HT",139.43,"TXH2_2018"
"NILASQ4G41I04S3/LH123HT",127.84,"DEH1_2018"
"NILASQ4G41I04S3/LH123HT",95.26,"DEH1_2018"
"NILASQ4G41I04S3/LH123HT",168.64,"IAH4_2018"
"NILASQ4G41I04S3/LH123HT",189.16,"IAH4_2018"
"NILASQ4G41I04S3/LH123HT",152.57,"MOH1_2018"
"NILASQ4G41I04S3/LH123HT",151.02,"MOH1_2018"
"NILASQ4G41I04S3/LH123HT",215.66,"NCH1_2018"
"NILASQ4G41I04S3/LH123HT",236.62,"NCH1_2018"
"NILASQ4G41I04S3/LH123HT",103.64,"TXH2_2018"
"NILASQ4G41I04S3/LH123HT",166.26,"TXH2_2018"
"NILASQ4G41I05S3/LH123HT",91.41,"DEH1_2018"
"NILASQ4G41I05S3/LH123HT",133.91,"DEH1_2018"
"NILASQ4G41I05S3/LH123HT",159.22,"IAH4_2018"
"NILASQ4G41I05S3/LH123HT",191.08,"IAH4_2018"
"NILASQ4G41I05S3/LH123HT",144.39,"MOH1_2018"
"NILASQ4G41I05S3/LH123HT",170.77,"MOH1_2018"
"NILASQ4G41I05S3/LH123HT",233.79,"NCH1_2018"
"NILASQ4G41I05S3/LH123HT",256.95,"NCH1_2018"
"NILASQ4G41I05S3/LH123HT",169.43,"TXH2_2018"
"NILASQ4G41I05S3/LH123HT",150.07,"TXH2_2018"
"NILASQ4G41I06S3/LH123HT",146.92,"DEH1_2018"
"NILASQ4G41I06S3/LH123HT",178.4,"DEH1_2018"
"NILASQ4G41I06S3/LH123HT",74.85,"IAH4_2018"
"NILASQ4G41I06S3/LH123HT",115.65,"IAH4_2018"
"NILASQ4G41I06S3/LH123HT",154.06,"MOH1_2018"
"NILASQ4G41I06S3/LH123HT",128.97,"MOH1_2018"
"NILASQ4G41I06S3/LH123HT",214.2,"NCH1_2018"
"NILASQ4G41I06S3/LH123HT",213.72,"NCH1_2018"
"NILASQ4G41I06S3/LH123HT",156.25,"TXH2_2018"
"NILASQ4G41I06S3/LH123HT",147.09,"TXH2_2018"
"NILASQ4G41I07S2/LH123HT",127.99,"DEH1_2018"
"NILASQ4G41I07S2/LH123HT",121.96,"DEH1_2018"
"NILASQ4G41I07S2/LH123HT",124.7,"IAH4_2018"
"NILASQ4G41I07S2/LH123HT",136.26,"IAH4_2018"
"NILASQ4G41I07S2/LH123HT",123.1,"MOH1_2018"
"NILASQ4G41I07S2/LH123HT",127.17,"MOH1_2018"
"NILASQ4G41I07S2/LH123HT",200.66,"NCH1_2018"
"NILASQ4G41I07S2/LH123HT",218.33,"NCH1_2018"
"NILASQ4G41I07S2/LH123HT",184.09,"TXH2_2018"
"NILASQ4G41I07S2/LH123HT",137.14,"TXH2_2018"
"NILASQ4G41I08S2/LH123HT",117.38,"DEH1_2018"
