"gen","env","yield"
"B73/MO17","COH1_2021",190.04
"B73/MO17","COH1_2021",151.31
"B73/MO17","COH1_2022",76.78
"B73/MO17","COH1_2022",33.74
"B73/MO17","DEH1_2020",170.852409129332
"B73/MO17","DEH1_2020",196.498681318681
"B73/MO17","DEH1_2021",215.37
"B73/MO17","DEH1_2021",199.21
"B73/MO17","DEH1_2022",174.11
"B73/MO17","DEH1_2022",173.56
"B73/MO17","GAH1_2020",148.833193481732
"B73/MO17","GAH1_2020",205.238024795717
"B73/MO17","GAH1_2021",195.57
"B73/MO17","GAH1_2021",215.69
"B73/MO17","GAH1_2022",11.66
"B73/MO17","GAH1_2022",67.56
"B73/MO17","GAH2_2020",84.5307022823331
"B73/MO17","GAH2_2020",84.2092493660186
"B73/MO17","GAH2_2021",133.46
"B73/MO17","GAH2_2021",220.24
"B73/MO17","GAH2_2022",136.66
"B73/MO17","GAH2_2022",125.68
"B73/MO17","GEH1_2020",143.134294467439
"B73/MO17","GEH1_2020",117.409827890679
"B73/MO17","GEH1_2021",177.35
"B73/MO17","GEH1_2021",234.54
"B73/MO17","GEH1_2022",27.38
"B73/MO17","GEH1_2022",35.7
"B73/MO17","IAH1_2020",245.057902765367
"B73/MO17","IAH1_2020",233.561134742181
"B73/MO17","IAH1_2021",172.93
"B73/MO17","IAH1_2021",145.91
"B73/MO17","IAH1_2022",167.55
"B73/MO17","IAH1_2022",156.4
"B73/MO17","IAH2_2021",233.27
"B73/MO17","IAH2_2021",233.76
"B73/MO17","IAH2_2022",227.7
"B73/MO17","IAH2_2022",210.33
"B73/MO17","IAH3_2021",122.34
"B73/MO17","IAH3_2021",249.04
"B73/MO17","IAH3_2022",142.6
"B73/MO17","IAH3_2022",205.2
"B73/MO17","IAH4_2021",208.82
"B73/MO17","IAH4_2021",191
"B73/MO17","IAH4_2022",213.94
"B73/MO17","IAH4_2022",256.01
"B73/MO17","ILH1_2021",236.4
"B73/MO17","ILH1_2021",236.41
"B73/MO17","ILH1_2022",214.92
"B73/MO17","ILH1_2022",156.12
"B73/MO17","INH1_2020",121.46710295858
"B73/MO17","INH1_2020",204.748005139476
"B73/MO17","INH1_2021",230.55
"B73/MO17","INH1_2021",215.67
"B73/MO17","INH1_2022",188.7
"B73/MO17","INH1_2022",216.13
"B73/MO17","MIH1_2020",94.0608791208791
"B73/MO17","MIH1_2020",189.40398816568
"B73/MO17","MIH1_2021",82.94
"B73/MO17","MIH1_2021",216.61
"B73/MO17","MIH1_2022",160.48
"B73/MO17","MIH1_2022",195.03
"B73/MO17","MNH1_2020",128.342830092984
"B73/MO17","MNH1_2020",179.551818504077
"B73/MO17","MNH1_2021",152.41
"B73/MO17","MNH1_2021",188.56
"B73/MO17","MNH1_2022",177.66
"B73/MO17","MNH1_2022",201.29
