"gen","env","yield"
"MO44_PHW65_0035/LH198","IAH1a_2014",107.4713203
"MO44_PHW65_0035/LH198","IAH1a_2014",141.6263154
"MO44_PHW65_0035/LH198","IAH2_2014",146.9547316
"MO44_PHW65_0035/LH198","IAH2_2014",182.8133773
"MO44_PHW65_0035/LH198","IAH3_2014",201.7346101
"MO44_PHW65_0035/LH198","IAH3_2014",176.8579102
"MO44_PHW65_0035/LH198","ILH1_2014",174.6545064
"MO44_PHW65_0035/LH198","ILH1_2014",152.4330675
"MO44_PHW65_0035/LH198","NEH2_2014",88.73383983
"MO44_PHW65_0035/LH198","NEH2_2014",96.58421345
"MO44_PHW65_0035/LH198","NEH3_2014",107.4468076
"MO44_PHW65_0035/LH198","NEH3_2014",93.19998913
"MO44_PHW65_0035/LH198","NYH2_2014",160.7872138
"MO44_PHW65_0035/LH198","NYH2_2014",133.1037302
"MO44_PHW65_0035/LH198","WIH1_2014",158.6718106
"MO44_PHW65_0035/LH198","WIH1_2014",178.4167727
"MO44_PHW65_0126/LH198","IAH1a_2014",153.8763335
"MO44_PHW65_0126/LH198","IAH1a_2014",186.5124359
"MO44_PHW65_0126/LH198","IAH2_2014",202.8155418
"MO44_PHW65_0126/LH198","IAH2_2014",175.3611105
"MO44_PHW65_0126/LH198","IAH3_2014",165.5604896
"MO44_PHW65_0126/LH198","IAH3_2014",180.5382331
"MO44_PHW65_0126/LH198","ILH1_2014",216.6280197
"MO44_PHW65_0126/LH198","ILH1_2014",217.4976416
"MO44_PHW65_0126/LH198","NEH2_2014",78.87195262
"MO44_PHW65_0126/LH198","NEH2_2014",112.695259
"MO44_PHW65_0126/LH198","NEH3_2014",123.4614857
"MO44_PHW65_0126/LH198","NEH3_2014",49.71236998
"MO44_PHW65_0126/LH198","NYH2_2014",196.5595452
"MO44_PHW65_0126/LH198","NYH2_2014",174.3540387
"MO44_PHW65_0126/LH198","WIH1_2014",196.4528682
"MO44_PHW65_0126/LH198","WIH1_2014",194.4233965
"MOG_LH145_0057/LH198","IAH1a_2014",160.1026562
"MOG_LH145_0057/LH198","IAH1a_2014",164.5755107
"MOG_LH145_0057/LH198","IAH2_2014",169.9652241
"MOG_LH145_0057/LH198","IAH2_2014",202.3401095
"MOG_LH145_0057/LH198","IAH3_2014",206.6356787
"MOG_LH145_0057/LH198","IAH3_2014",203.2641161
"MOG_LH145_0057/LH198","ILH1_2014",208.5847007
"MOG_LH145_0057/LH198","ILH1_2014",182.3447585
"MOG_LH145_0057/LH198","NEH2_2014",22.80942784
"MOG_LH145_0057/LH198","NEH2_2014",116.7267025
"MOG_LH145_0057/LH198","NEH3_2014",111.8558308
"MOG_LH145_0057/LH198","NEH3_2014",136.3452722
"MOG_LH145_0057/LH198","NYH2_2014",173.0826091
"MOG_LH145_0057/LH198","NYH2_2014",158.3923993
"MOG_LH145_0057/LH198","WIH1_2014",146.667956
"MOG_LH145_0057/LH198","WIH1_2014",218.4355585
"MOG_MO45-071-1-1-1-1-B/LH198","IAH1a_2014",197.5628266
"MOG_MO45-071-1-1-1-1-B/LH198","IAH1a_2014",179.1591544
